subject_id,motif_id,usage_percentage,frequency_starts,total_frames,source_path
Subject 1-CBD-EB1-4-19-21_DLC,11,29.0,7,29,Open-Field-Test\results\Subject 1-CBD-EB1-4-19-21_DLC\VAME\hmm-15
Subject 1-CBD-EB1-4-19-21_DLC,12,416.0,39,416,Open-Field-Test\results\Subject 1-CBD-EB1-4-19-21_DLC\VAME\hmm-15
Subject 1-CBD-EB1-4-19-21_DLC,13,1607.0,81,1607,Open-Field-Test\results\Subject 1-CBD-EB1-4-19-21_DLC\VAME\hmm-15
Subject 1-CBD-EB1-4-19-21_DLC,14,4441.0,191,4441,Open-Field-Test\results\Subject 1-CBD-EB1-4-19-21_DLC\VAME\hmm-15
Subject 1-P14 vehicle-EZ1-8-3-2021_DLC,0,3106.0,206,3106,Open-Field-Test\results\Subject 1-P14 vehicle-EZ1-8-3-2021_DLC\VAME\hmm-15
Subject 1-P14 vehicle-EZ1-8-3-2021_DLC,1,352.0,34,352,Open-Field-Test\results\Subject 1-P14 vehicle-EZ1-8-3-2021_DLC\VAME\hmm-15
Subject 1-P14 vehicle-EZ1-8-3-2021_DLC,2,1712.0,164,1712,Open-Field-Test\results\Subject 1-P14 vehicle-EZ1-8-3-2021_DLC\VAME\hmm-15
Subject 1-P14 vehicle-EZ1-8-3-2021_DLC,3,1050.0,99,1050,Open-Field-Test\results\Subject 1-P14 vehicle-EZ1-8-3-2021_DLC\VAME\hmm-15
Subject 1-P14 vehicle-EZ1-8-3-2021_DLC,4,1328.0,133,1328,Open-Field-Test\results\Subject 1-P14 vehicle-EZ1-8-3-2021_DLC\VAME\hmm-15
Subject 1-P14 vehicle-EZ1-8-3-2021_DLC,5,894.0,108,894,Open-Field-Test\results\Subject 1-P14 vehicle-EZ1-8-3-2021_DLC\VAME\hmm-15
Subject 1-P14 vehicle-EZ1-8-3-2021_DLC,6,79.0,1,79,Open-Field-Test\results\Subject 1-P14 vehicle-EZ1-8-3-2021_DLC\VAME\hmm-15
Subject 1-P14 vehicle-EZ1-8-3-2021_DLC,7,192.0,9,192,Open-Field-Test\results\Subject 1-P14 vehicle-EZ1-8-3-2021_DLC\VAME\hmm-15
Subject 1-P14 vehicle-EZ1-8-3-2021_DLC,8,1383.0,95,1383,Open-Field-Test\results\Subject 1-P14 vehicle-EZ1-8-3-2021_DLC\VAME\hmm-15
Subject 1-P14 vehicle-EZ1-8-3-2021_DLC,9,413.0,12,413,Open-Field-Test\results\Subject 1-P14 vehicle-EZ1-8-3-2021_DLC\VAME\hmm-15
Subject 1-P14 vehicle-EZ1-8-3-2021_DLC,10,822.0,45,822,Open-Field-Test\results\Subject 1-P14 vehicle-EZ1-8-3-2021_DLC\VAME\hmm-15
Subject 1-P14 vehicle-EZ1-8-3-2021_DLC,11,524.0,84,524,Open-Field-Test\results\Subject 1-P14 vehicle-EZ1-8-3-2021_DLC\VAME\hmm-15
Subject 1-P14 vehicle-EZ1-8-3-2021_DLC,12,759.0,51,759,Open-Field-Test\results\Subject 1-P14 vehicle-EZ1-8-3-2021_DLC\VAME\hmm-15
Subject 1-P14 vehicle-EZ1-8-3-2021_DLC,13,1974.0,91,1974,Open-Field-Test\results\Subject 1-P14 vehicle-EZ1-8-3-2021_DLC\VAME\hmm-15
Subject 1-P14 vehicle-EZ1-8-3-2021_DLC,14,4016.0,179,4016,Open-Field-Test\results\Subject 1-P14 vehicle-EZ1-8-3-2021_DLC\VAME\hmm-15
Subject 1-P28 vehicle-FV1-10-23-21_DLC,0,1894.0,106,1894,Open-Field-Test\results\Subject 1-P28 vehicle-FV1-10-23-21_DLC\VAME\hmm-15
Subject 1-P28 vehicle-FV1-10-23-21_DLC,1,1299.0,109,1299,Open-Field-Test\results\Subject 1-P28 vehicle-FV1-10-23-21_DLC\VAME\hmm-15
Subject 1-P28 vehicle-FV1-10-23-21_DLC,2,1466.0,144,1466,Open-Field-Test\results\Subject 1-P28 vehicle-FV1-10-23-21_DLC\VAME\hmm-15
Subject 1-P28 vehicle-FV1-10-23-21_DLC,3,533.0,52,533,Open-Field-Test\results\Subject 1-P28 vehicle-FV1-10-23-21_DLC\VAME\hmm-15
Subject 1-P28 vehicle-FV1-10-23-21_DLC,4,1442.0,111,1442,Open-Field-Test\results\Subject 1-P28 vehicle-FV1-10-23-21_DLC\VAME\hmm-15
Subject 1-P28 vehicle-FV1-10-23-21_DLC,5,800.0,79,800,Open-Field-Test\results\Subject 1-P28 vehicle-FV1-10-23-21_DLC\VAME\hmm-15
Subject 1-P28 vehicle-FV1-10-23-21_DLC,6,25.0,2,25,Open-Field-Test\results\Subject 1-P28 vehicle-FV1-10-23-21_DLC\VAME\hmm-15
Subject 1-P28 vehicle-FV1-10-23-21_DLC,7,843.0,32,843,Open-Field-Test\results\Subject 1-P28 vehicle-FV1-10-23-21_DLC\VAME\hmm-15
Subject 1-P28 vehicle-FV1-10-23-21_DLC,8,1087.0,85,1087,Open-Field-Test\results\Subject 1-P28 vehicle-FV1-10-23-21_DLC\VAME\hmm-15
Subject 1-P28 vehicle-FV1-10-23-21_DLC,9,734.0,24,734,Open-Field-Test\results\Subject 1-P28 vehicle-FV1-10-23-21_DLC\VAME\hmm-15
Subject 1-P28 vehicle-FV1-10-23-21_DLC,10,2067.0,80,2067,Open-Field-Test\results\Subject 1-P28 vehicle-FV1-10-23-21_DLC\VAME\hmm-15
Subject 1-P28 vehicle-FV1-10-23-21_DLC,11,1287.0,110,1287,Open-Field-Test\results\Subject 1-P28 vehicle-FV1-10-23-21_DLC\VAME\hmm-15
Subject 1-P28 vehicle-FV1-10-23-21_DLC,12,1634.0,109,1634,Open-Field-Test\results\Subject 1-P28 vehicle-FV1-10-23-21_DLC\VAME\hmm-15
Subject 1-P28 vehicle-FV1-10-23-21_DLC,13,851.0,59,851,Open-Field-Test\results\Subject 1-P28 vehicle-FV1-10-23-21_DLC\VAME\hmm-15
Subject 1-P28 vehicle-FV1-10-23-21_DLC,14,2323.0,152,2323,Open-Field-Test\results\Subject 1-P28 vehicle-FV1-10-23-21_DLC\VAME\hmm-15
Subject 2 - female GO Vehicle OFT_DLC,0,1490.0,116,1490,Open-Field-Test\results\Subject 2 - female GO Vehicle OFT_DLC\VAME\hmm-15
Subject 2 - female GO Vehicle OFT_DLC,1,1538.0,124,1538,Open-Field-Test\results\Subject 2 - female GO Vehicle OFT_DLC\VAME\hmm-15
Subject 2 - female GO Vehicle OFT_DLC,2,1883.0,239,1883,Open-Field-Test\results\Subject 2 - female GO Vehicle OFT_DLC\VAME\hmm-15
Subject 2 - female GO Vehicle OFT_DLC,3,2530.0,123,2530,Open-Field-Test\results\Subject 2 - female GO Vehicle OFT_DLC\VAME\hmm-15
Subject 2 - female GO Vehicle OFT_DLC,4,754.0,75,754,Open-Field-Test\results\Subject 2 - female GO Vehicle OFT_DLC\VAME\hmm-15
Subject 2 - female GO Vehicle OFT_DLC,5,2108.0,184,2108,Open-Field-Test\results\Subject 2 - female GO Vehicle OFT_DLC\VAME\hmm-15
Subject 2 - female GO Vehicle OFT_DLC,6,19.0,1,19,Open-Field-Test\results\Subject 2 - female GO Vehicle OFT_DLC\VAME\hmm-15
Subject 2 - female GO Vehicle OFT_DLC,7,478.0,21,478,Open-Field-Test\results\Subject 2 - female GO Vehicle OFT_DLC\VAME\hmm-15
Subject 2 - female GO Vehicle OFT_DLC,8,850.0,63,850,Open-Field-Test\results\Subject 2 - female GO Vehicle OFT_DLC\VAME\hmm-15
Subject 2 - female GO Vehicle OFT_DLC,9,277.0,14,277,Open-Field-Test\results\Subject 2 - female GO Vehicle OFT_DLC\VAME\hmm-15
Subject 2 - female GO Vehicle OFT_DLC,10,707.0,40,707,Open-Field-Test\results\Subject 2 - female GO Vehicle OFT_DLC\VAME\hmm-15
Subject 2 - female GO Vehicle OFT_DLC,11,2721.0,211,2721,Open-Field-Test\results\Subject 2 - female GO Vehicle OFT_DLC\VAME\hmm-15
Subject 2 - female GO Vehicle OFT_DLC,12,1159.0,87,1159,Open-Field-Test\results\Subject 2 - female GO Vehicle OFT_DLC\VAME\hmm-15
Subject 2 - female GO Vehicle OFT_DLC,13,1485.0,65,1485,Open-Field-Test\results\Subject 2 - female GO Vehicle OFT_DLC\VAME\hmm-15
Subject 2 - female GO Vehicle OFT_DLC,14,302.0,42,302,Open-Field-Test\results\Subject 2 - female GO Vehicle OFT_DLC\VAME\hmm-15
Subject 2 - JS2 - CBD- OFT_DLC,0,1471.0,128,1471,Open-Field-Test\results\Subject 2 - JS2 - CBD- OFT_DLC\VAME\hmm-15
Subject 2 - JS2 - CBD- OFT_DLC,1,1648.0,128,1648,Open-Field-Test\results\Subject 2 - JS2 - CBD- OFT_DLC\VAME\hmm-15
Subject 2 - JS2 - CBD- OFT_DLC,2,2220.0,203,2220,Open-Field-Test\results\Subject 2 - JS2 - CBD- OFT_DLC\VAME\hmm-15
Subject 2 - JS2 - CBD- OFT_DLC,3,1806.0,100,1806,Open-Field-Test\results\Subject 2 - JS2 - CBD- OFT_DLC\VAME\hmm-15
Subject 2 - JS2 - CBD- OFT_DLC,4,1380.0,126,1380,Open-Field-Test\results\Subject 2 - JS2 - CBD- OFT_DLC\VAME\hmm-15
Subject 2 - JS2 - CBD- OFT_DLC,5,1334.0,132,1334,Open-Field-Test\results\Subject 2 - JS2 - CBD- OFT_DLC\VAME\hmm-15
Subject 2 - JS2 - CBD- OFT_DLC,6,0.0,0,0,Open-Field-Test\results\Subject 2 - JS2 - CBD- OFT_DLC\VAME\hmm-15
Subject 2 - JS2 - CBD- OFT_DLC,7,1088.0,37,1088,Open-Field-Test\results\Subject 2 - JS2 - CBD- OFT_DLC\VAME\hmm-15
Subject 2 - JS2 - CBD- OFT_DLC,8,1288.0,87,1288,Open-Field-Test\results\Subject 2 - JS2 - CBD- OFT_DLC\VAME\hmm-15
Subject 2 - JS2 - CBD- OFT_DLC,9,189.0,7,189,Open-Field-Test\results\Subject 2 - JS2 - CBD- OFT_DLC\VAME\hmm-15
Subject 2 - JS2 - CBD- OFT_DLC,10,1016.0,43,1016,Open-Field-Test\results\Subject 2 - JS2 - CBD- OFT_DLC\VAME\hmm-15
Subject 2 - JS2 - CBD- OFT_DLC,11,1047.0,107,1047,Open-Field-Test\results\Subject 2 - JS2 - CBD- OFT_DLC\VAME\hmm-15
Subject 2 - JS2 - CBD- OFT_DLC,12,2786.0,146,2786,Open-Field-Test\results\Subject 2 - JS2 - CBD- OFT_DLC\VAME\hmm-15
Subject 2 - JS2 - CBD- OFT_DLC,13,840.0,58,840,Open-Field-Test\results\Subject 2 - JS2 - CBD- OFT_DLC\VAME\hmm-15
Subject 2 - JS2 - CBD- OFT_DLC,14,601.0,66,601,Open-Field-Test\results\Subject 2 - JS2 - CBD- OFT_DLC\VAME\hmm-15
Subject 2-CBD-EB2-4-19-21_DLC,0,1891.0,99,1891,Open-Field-Test\results\Subject 2-CBD-EB2-4-19-21_DLC\VAME\hmm-15
Subject 2-CBD-EB2-4-19-21_DLC,1,25.0,5,25,Open-Field-Test\results\Subject 2-CBD-EB2-4-19-21_DLC\VAME\hmm-15
Subject 2-CBD-EB2-4-19-21_DLC,2,318.0,36,318,Open-Field-Test\results\Subject 2-CBD-EB2-4-19-21_DLC\VAME\hmm-15
Subject 2-CBD-EB2-4-19-21_DLC,3,91.0,10,91,Open-Field-Test\results\Subject 2-CBD-EB2-4-19-21_DLC\VAME\hmm-15
Subject 2-CBD-EB2-4-19-21_DLC,4,1616.0,110,1616,Open-Field-Test\results\Subject 2-CBD-EB2-4-19-21_DLC\VAME\hmm-15
Subject 2-CBD-EB2-4-19-21_DLC,5,196.0,19,196,Open-Field-Test\results\Subject 2-CBD-EB2-4-19-21_DLC\VAME\hmm-15
Subject 2-CBD-EB2-4-19-21_DLC,6,59.0,2,59,Open-Field-Test\results\Subject 2-CBD-EB2-4-19-21_DLC\VAME\hmm-15
Subject 2-CBD-EB2-4-19-21_DLC,7,2124.0,83,2124,Open-Field-Test\results\Subject 2-CBD-EB2-4-19-21_DLC\VAME\hmm-15
Subject 2-CBD-EB2-4-19-21_DLC,8,2088.0,130,2088,Open-Field-Test\results\Subject 2-CBD-EB2-4-19-21_DLC\VAME\hmm-15
Subject 2-CBD-EB2-4-19-21_DLC,9,2431.0,58,2431,Open-Field-Test\results\Subject 2-CBD-EB2-4-19-21_DLC\VAME\hmm-15
Subject 2-CBD-EB2-4-19-21_DLC,10,2299.0,89,2299,Open-Field-Test\results\Subject 2-CBD-EB2-4-19-21_DLC\VAME\hmm-15
Subject 2-CBD-EB2-4-19-21_DLC,11,11.0,3,11,Open-Field-Test\results\Subject 2-CBD-EB2-4-19-21_DLC\VAME\hmm-15
Subject 2-CBD-EB2-4-19-21_DLC,12,327.0,25,327,Open-Field-Test\results\Subject 2-CBD-EB2-4-19-21_DLC\VAME\hmm-15
Subject 2-CBD-EB2-4-19-21_DLC,13,1376.0,48,1376,Open-Field-Test\results\Subject 2-CBD-EB2-4-19-21_DLC\VAME\hmm-15
Subject 2-CBD-EB2-4-19-21_DLC,14,3373.0,127,3373,Open-Field-Test\results\Subject 2-CBD-EB2-4-19-21_DLC\VAME\hmm-15
Subject 2-P14 vehicle-EZ2-8-3-2021_DLC,0,3100.0,160,3100,Open-Field-Test\results\Subject 2-P14 vehicle-EZ2-8-3-2021_DLC\VAME\hmm-15
Subject 2-P14 vehicle-EZ2-8-3-2021_DLC,1,257.0,32,257,Open-Field-Test\results\Subject 2-P14 vehicle-EZ2-8-3-2021_DLC\VAME\hmm-15
Subject 2-P14 vehicle-EZ2-8-3-2021_DLC,2,1372.0,112,1372,Open-Field-Test\results\Subject 2-P14 vehicle-EZ2-8-3-2021_DLC\VAME\hmm-15
Subject 2-P14 vehicle-EZ2-8-3-2021_DLC,3,421.0,47,421,Open-Field-Test\results\Subject 2-P14 vehicle-EZ2-8-3-2021_DLC\VAME\hmm-15
Subject 2-P14 vehicle-EZ2-8-3-2021_DLC,4,1282.0,111,1282,Open-Field-Test\results\Subject 2-P14 vehicle-EZ2-8-3-2021_DLC\VAME\hmm-15
Subject 2-P14 vehicle-EZ2-8-3-2021_DLC,5,155.0,22,155,Open-Field-Test\results\Subject 2-P14 vehicle-EZ2-8-3-2021_DLC\VAME\hmm-15
Subject 2-P14 vehicle-EZ2-8-3-2021_DLC,6,62.0,2,62,Open-Field-Test\results\Subject 2-P14 vehicle-EZ2-8-3-2021_DLC\VAME\hmm-15
Subject 2-P14 vehicle-EZ2-8-3-2021_DLC,7,1141.0,34,1141,Open-Field-Test\results\Subject 2-P14 vehicle-EZ2-8-3-2021_DLC\VAME\hmm-15
Subject 2-P14 vehicle-EZ2-8-3-2021_DLC,8,1219.0,86,1219,Open-Field-Test\results\Subject 2-P14 vehicle-EZ2-8-3-2021_DLC\VAME\hmm-15
Subject 2-P14 vehicle-EZ2-8-3-2021_DLC,9,986.0,26,986,Open-Field-Test\results\Subject 2-P14 vehicle-EZ2-8-3-2021_DLC\VAME\hmm-15
Subject 2-P14 vehicle-EZ2-8-3-2021_DLC,10,1045.0,53,1045,Open-Field-Test\results\Subject 2-P14 vehicle-EZ2-8-3-2021_DLC\VAME\hmm-15
Subject 2-P14 vehicle-EZ2-8-3-2021_DLC,11,190.0,35,190,Open-Field-Test\results\Subject 2-P14 vehicle-EZ2-8-3-2021_DLC\VAME\hmm-15
Subject 2-P14 vehicle-EZ2-8-3-2021_DLC,12,713.0,57,713,Open-Field-Test\results\Subject 2-P14 vehicle-EZ2-8-3-2021_DLC\VAME\hmm-15
Subject 2-P14 vehicle-EZ2-8-3-2021_DLC,13,2896.0,90,2896,Open-Field-Test\results\Subject 2-P14 vehicle-EZ2-8-3-2021_DLC\VAME\hmm-15
Subject 2-P14 vehicle-EZ2-8-3-2021_DLC,14,3427.0,173,3427,Open-Field-Test\results\Subject 2-P14 vehicle-EZ2-8-3-2021_DLC\VAME\hmm-15
Subject 2-P28 vehicle-FV2-10-23-21_DLC,0,940.0,70,940,Open-Field-Test\results\Subject 2-P28 vehicle-FV2-10-23-21_DLC\VAME\hmm-15
Subject 2-P28 vehicle-FV2-10-23-21_DLC,1,1369.0,100,1369,Open-Field-Test\results\Subject 2-P28 vehicle-FV2-10-23-21_DLC\VAME\hmm-15
Subject 2-P28 vehicle-FV2-10-23-21_DLC,2,1729.0,187,1729,Open-Field-Test\results\Subject 2-P28 vehicle-FV2-10-23-21_DLC\VAME\hmm-15
Subject 2-P28 vehicle-FV2-10-23-21_DLC,3,837.0,52,837,Open-Field-Test\results\Subject 2-P28 vehicle-FV2-10-23-21_DLC\VAME\hmm-15
Subject 2-P28 vehicle-FV2-10-23-21_DLC,4,1277.0,96,1277,Open-Field-Test\results\Subject 2-P28 vehicle-FV2-10-23-21_DLC\VAME\hmm-15
Subject 2-P28 vehicle-FV2-10-23-21_DLC,5,1813.0,127,1813,Open-Field-Test\results\Subject 2-P28 vehicle-FV2-10-23-21_DLC\VAME\hmm-15
Subject 2-P28 vehicle-FV2-10-23-21_DLC,6,180.0,7,180,Open-Field-Test\results\Subject 2-P28 vehicle-FV2-10-23-21_DLC\VAME\hmm-15
Subject 2-P28 vehicle-FV2-10-23-21_DLC,7,1207.0,37,1207,Open-Field-Test\results\Subject 2-P28 vehicle-FV2-10-23-21_DLC\VAME\hmm-15
Subject 2-P28 vehicle-FV2-10-23-21_DLC,8,994.0,91,994,Open-Field-Test\results\Subject 2-P28 vehicle-FV2-10-23-21_DLC\VAME\hmm-15
Subject 2-P28 vehicle-FV2-10-23-21_DLC,9,1062.0,19,1062,Open-Field-Test\results\Subject 2-P28 vehicle-FV2-10-23-21_DLC\VAME\hmm-15
Subject 2-P28 vehicle-FV2-10-23-21_DLC,10,2743.0,83,2743,Open-Field-Test\results\Subject 2-P28 vehicle-FV2-10-23-21_DLC\VAME\hmm-15
Subject 2-P28 vehicle-FV2-10-23-21_DLC,11,1456.0,125,1456,Open-Field-Test\results\Subject 2-P28 vehicle-FV2-10-23-21_DLC\VAME\hmm-15
Subject 2-P28 vehicle-FV2-10-23-21_DLC,12,1328.0,92,1328,Open-Field-Test\results\Subject 2-P28 vehicle-FV2-10-23-21_DLC\VAME\hmm-15
Subject 2-P28 vehicle-FV2-10-23-21_DLC,13,435.0,27,435,Open-Field-Test\results\Subject 2-P28 vehicle-FV2-10-23-21_DLC\VAME\hmm-15
Subject 2-P28 vehicle-FV2-10-23-21_DLC,14,1558.0,108,1558,Open-Field-Test\results\Subject 2-P28 vehicle-FV2-10-23-21_DLC\VAME\hmm-15
Subject 3 - female GO - Vehicle OFT_DLC,0,1118.0,108,1118,Open-Field-Test\results\Subject 3 - female GO - Vehicle OFT_DLC\VAME\hmm-15
Subject 3 - female GO - Vehicle OFT_DLC,1,2197.0,168,2197,Open-Field-Test\results\Subject 3 - female GO - Vehicle OFT_DLC\VAME\hmm-15
Subject 3 - female GO - Vehicle OFT_DLC,2,1744.0,227,1744,Open-Field-Test\results\Subject 3 - female GO - Vehicle OFT_DLC\VAME\hmm-15
Subject 3 - female GO - Vehicle OFT_DLC,3,1931.0,125,1931,Open-Field-Test\results\Subject 3 - female GO - Vehicle OFT_DLC\VAME\hmm-15
Subject 3 - female GO - Vehicle OFT_DLC,4,443.0,58,443,Open-Field-Test\results\Subject 3 - female GO - Vehicle OFT_DLC\VAME\hmm-15
Subject 3 - female GO - Vehicle OFT_DLC,5,3710.0,259,3710,Open-Field-Test\results\Subject 3 - female GO - Vehicle OFT_DLC\VAME\hmm-15
Subject 3 - female GO - Vehicle OFT_DLC,6,75.0,1,75,Open-Field-Test\results\Subject 3 - female GO - Vehicle OFT_DLC\VAME\hmm-15
Subject 3 - female GO - Vehicle OFT_DLC,7,810.0,37,810,Open-Field-Test\results\Subject 3 - female GO - Vehicle OFT_DLC\VAME\hmm-15
Subject 3 - female GO - Vehicle OFT_DLC,8,609.0,56,609,Open-Field-Test\results\Subject 3 - female GO - Vehicle OFT_DLC\VAME\hmm-15
Subject 3 - female GO - Vehicle OFT_DLC,9,78.0,5,78,Open-Field-Test\results\Subject 3 - female GO - Vehicle OFT_DLC\VAME\hmm-15
Subject 3 - female GO - Vehicle OFT_DLC,10,1333.0,69,1333,Open-Field-Test\results\Subject 3 - female GO - Vehicle OFT_DLC\VAME\hmm-15
Subject 3 - female GO - Vehicle OFT_DLC,11,2623.0,235,2623,Open-Field-Test\results\Subject 3 - female GO - Vehicle OFT_DLC\VAME\hmm-15
Subject 3 - female GO - Vehicle OFT_DLC,12,2399.0,160,2399,Open-Field-Test\results\Subject 3 - female GO - Vehicle OFT_DLC\VAME\hmm-15
Subject 3 - female GO - Vehicle OFT_DLC,13,619.0,26,619,Open-Field-Test\results\Subject 3 - female GO - Vehicle OFT_DLC\VAME\hmm-15
Subject 3 - female GO - Vehicle OFT_DLC,14,240.0,33,240,Open-Field-Test\results\Subject 3 - female GO - Vehicle OFT_DLC\VAME\hmm-15
Subject 3 - JS3 - CBD - OFT_DLC,0,1998.0,154,1998,Open-Field-Test\results\Subject 3 - JS3 - CBD - OFT_DLC\VAME\hmm-15
Subject 3 - JS3 - CBD - OFT_DLC,1,2302.0,140,2302,Open-Field-Test\results\Subject 3 - JS3 - CBD - OFT_DLC\VAME\hmm-15
Subject 3 - JS3 - CBD - OFT_DLC,2,2262.0,254,2262,Open-Field-Test\results\Subject 3 - JS3 - CBD - OFT_DLC\VAME\hmm-15
Subject 3 - JS3 - CBD - OFT_DLC,3,1987.0,140,1987,Open-Field-Test\results\Subject 3 - JS3 - CBD - OFT_DLC\VAME\hmm-15
Subject 3 - JS3 - CBD - OFT_DLC,4,700.0,85,700,Open-Field-Test\results\Subject 3 - JS3 - CBD - OFT_DLC\VAME\hmm-15
Subject 3 - JS3 - CBD - OFT_DLC,5,3304.0,267,3304,Open-Field-Test\results\Subject 3 - JS3 - CBD - OFT_DLC\VAME\hmm-15
Subject 3 - JS3 - CBD - OFT_DLC,6,0.0,0,0,Open-Field-Test\results\Subject 3 - JS3 - CBD - OFT_DLC\VAME\hmm-15
Subject 3 - JS3 - CBD - OFT_DLC,7,427.0,18,427,Open-Field-Test\results\Subject 3 - JS3 - CBD - OFT_DLC\VAME\hmm-15
Subject 3 - JS3 - CBD - OFT_DLC,8,679.0,64,679,Open-Field-Test\results\Subject 3 - JS3 - CBD - OFT_DLC\VAME\hmm-15
Subject 3 - JS3 - CBD - OFT_DLC,9,165.0,7,165,Open-Field-Test\results\Subject 3 - JS3 - CBD - OFT_DLC\VAME\hmm-15
Subject 3 - JS3 - CBD - OFT_DLC,10,161.0,15,161,Open-Field-Test\results\Subject 3 - JS3 - CBD - OFT_DLC\VAME\hmm-15
Subject 3 - JS3 - CBD - OFT_DLC,11,1898.0,193,1898,Open-Field-Test\results\Subject 3 - JS3 - CBD - OFT_DLC\VAME\hmm-15
Subject 3 - JS3 - CBD - OFT_DLC,12,1971.0,139,1971,Open-Field-Test\results\Subject 3 - JS3 - CBD - OFT_DLC\VAME\hmm-15
Subject 3 - JS3 - CBD - OFT_DLC,13,1222.0,70,1222,Open-Field-Test\results\Subject 3 - JS3 - CBD - OFT_DLC\VAME\hmm-15
Subject 3 - JS3 - CBD - OFT_DLC,14,111.0,14,111,Open-Field-Test\results\Subject 3 - JS3 - CBD - OFT_DLC\VAME\hmm-15
Subject 3-CBD-EB3-4-19-21_DLC,0,866.0,74,866,Open-Field-Test\results\Subject 3-CBD-EB3-4-19-21_DLC\VAME\hmm-15
Subject 3-CBD-EB3-4-19-21_DLC,1,848.0,64,848,Open-Field-Test\results\Subject 3-CBD-EB3-4-19-21_DLC\VAME\hmm-15
Subject 3-CBD-EB3-4-19-21_DLC,2,918.0,139,918,Open-Field-Test\results\Subject 3-CBD-EB3-4-19-21_DLC\VAME\hmm-15
Subject 3-CBD-EB3-4-19-21_DLC,3,1002.0,72,1002,Open-Field-Test\results\Subject 3-CBD-EB3-4-19-21_DLC\VAME\hmm-15
Subject 3-CBD-EB3-4-19-21_DLC,4,1699.0,122,1699,Open-Field-Test\results\Subject 3-CBD-EB3-4-19-21_DLC\VAME\hmm-15
Subject 3-CBD-EB3-4-19-21_DLC,5,733.0,98,733,Open-Field-Test\results\Subject 3-CBD-EB3-4-19-21_DLC\VAME\hmm-15
Subject 3-CBD-EB3-4-19-21_DLC,6,45.0,2,45,Open-Field-Test\results\Subject 3-CBD-EB3-4-19-21_DLC\VAME\hmm-15
Subject 3-CBD-EB3-4-19-21_DLC,7,1894.0,54,1894,Open-Field-Test\results\Subject 3-CBD-EB3-4-19-21_DLC\VAME\hmm-15
Subject 3-CBD-EB3-4-19-21_DLC,8,1253.0,81,1253,Open-Field-Test\results\Subject 3-CBD-EB3-4-19-21_DLC\VAME\hmm-15
Subject 3-CBD-EB3-4-19-21_DLC,9,2984.0,39,2984,Open-Field-Test\results\Subject 3-CBD-EB3-4-19-21_DLC\VAME\hmm-15
Subject 3-CBD-EB3-4-19-21_DLC,10,1976.0,70,1976,Open-Field-Test\results\Subject 3-CBD-EB3-4-19-21_DLC\VAME\hmm-15
Subject 3-CBD-EB3-4-19-21_DLC,11,689.0,83,689,Open-Field-Test\results\Subject 3-CBD-EB3-4-19-21_DLC\VAME\hmm-15
Subject 3-CBD-EB3-4-19-21_DLC,12,757.0,58,757,Open-Field-Test\results\Subject 3-CBD-EB3-4-19-21_DLC\VAME\hmm-15
Subject 3-CBD-EB3-4-19-21_DLC,13,1498.0,64,1498,Open-Field-Test\results\Subject 3-CBD-EB3-4-19-21_DLC\VAME\hmm-15
Subject 3-CBD-EB3-4-19-21_DLC,14,1187.0,68,1187,Open-Field-Test\results\Subject 3-CBD-EB3-4-19-21_DLC\VAME\hmm-15
Subject 3-P14 vehicle-EZ3-8-3-2021_DLC,0,2576.0,156,2576,Open-Field-Test\results\Subject 3-P14 vehicle-EZ3-8-3-2021_DLC\VAME\hmm-15
Subject 3-P14 vehicle-EZ3-8-3-2021_DLC,1,248.0,34,248,Open-Field-Test\results\Subject 3-P14 vehicle-EZ3-8-3-2021_DLC\VAME\hmm-15
Subject 3-P14 vehicle-EZ3-8-3-2021_DLC,2,1463.0,156,1463,Open-Field-Test\results\Subject 3-P14 vehicle-EZ3-8-3-2021_DLC\VAME\hmm-15
Subject 3-P14 vehicle-EZ3-8-3-2021_DLC,3,686.0,61,686,Open-Field-Test\results\Subject 3-P14 vehicle-EZ3-8-3-2021_DLC\VAME\hmm-15
Subject 3-P14 vehicle-EZ3-8-3-2021_DLC,4,1661.0,125,1661,Open-Field-Test\results\Subject 3-P14 vehicle-EZ3-8-3-2021_DLC\VAME\hmm-15
Subject 3-P14 vehicle-EZ3-8-3-2021_DLC,5,416.0,67,416,Open-Field-Test\results\Subject 3-P14 vehicle-EZ3-8-3-2021_DLC\VAME\hmm-15
Subject 3-P14 vehicle-EZ3-8-3-2021_DLC,6,42.0,1,42,Open-Field-Test\results\Subject 3-P14 vehicle-EZ3-8-3-2021_DLC\VAME\hmm-15
Subject 3-P14 vehicle-EZ3-8-3-2021_DLC,7,1602.0,43,1602,Open-Field-Test\results\Subject 3-P14 vehicle-EZ3-8-3-2021_DLC\VAME\hmm-15
Subject 3-P14 vehicle-EZ3-8-3-2021_DLC,8,1638.0,116,1638,Open-Field-Test\results\Subject 3-P14 vehicle-EZ3-8-3-2021_DLC\VAME\hmm-15
Subject 3-P14 vehicle-EZ3-8-3-2021_DLC,9,1084.0,31,1084,Open-Field-Test\results\Subject 3-P14 vehicle-EZ3-8-3-2021_DLC\VAME\hmm-15
Subject 3-P14 vehicle-EZ3-8-3-2021_DLC,10,1224.0,64,1224,Open-Field-Test\results\Subject 3-P14 vehicle-EZ3-8-3-2021_DLC\VAME\hmm-15
